Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
County,Placer County,05/01/2018,2018,May,N,Preliminary,183700,178700,5000,0.0
County,Plumas County,05/01/2018,2018,May,N,Final,7880,7370,510,0.1
County,Plumas County,05/01/2018,2018,May,N,Preliminary,7880,7370,510,0.1
County,Riverside County,05/01/2018,2018,May,N,Preliminary,1081300,1041100,40200,0.0
County,Riverside County,05/01/2018,2018,May,N,Final,1081300,1041100,40200,0.0
County,Sacramento County,05/01/2018,2018,May,N,Final,704500,681300,23100,0.0
County,Sacramento County,05/01/2018,2018,May,N,Preliminary,704500,681300,23100,0.0
County,San Benito County,05/01/2018,2018,May,N,Preliminary,30800,29300,1400,0.0
County,San Benito County,05/01/2018,2018,May,N,Final,30800,29300,1400,0.0
County,San Bernardino County,05/01/2018,2018,May,N,Final,952100,918600,33600,0.0
County,San Bernardino County,05/01/2018,2018,May,N,Preliminary,952100,918600,33600,0.0
County,San Diego County,05/01/2018,2018,May,N,Preliminary,1580300,1535500,44800,0.0
County,San Diego County,05/01/2018,2018,May,N,Final,1580300,1535500,44800,0.0
County,San Francisco County,05/01/2018,2018,May,N,Preliminary,569100,557400,11800,0.0
County,San Francisco County,05/01/2018,2018,May,N,Final,569100,557400,11800,0.0
County,San Joaquin County,05/01/2018,2018,May,N,Final,327700,310400,17300,0.1
County,San Joaquin County,05/01/2018,2018,May,N,Preliminary,327700,310400,17300,0.1
County,San Luis Obispo County,05/01/2018,2018,May,N,Final,141700,138200,3500,0.0
County,San Luis Obispo County,05/01/2018,2018,May,N,Preliminary,141700,138200,3500,0.0
County,San Mateo County,05/01/2018,2018,May,N,Final,449700,441100,8500,0.0
County,San Mateo County,05/01/2018,2018,May,N,Preliminary,449700,441100,8500,0.0
County,Santa Barbara County,05/01/2018,2018,May,N,Final,218100,211300,6800,0.0
County,Santa Barbara County,05/01/2018,2018,May,N,Preliminary,218100,211300,6800,0.0
County,Santa Clara County,05/01/2018,2018,May,N,Final,1042100,1018700,23400,0.0
County,Santa Clara County,05/01/2018,2018,May,N,Preliminary,1042100,1018700,23400,0.0
County,Santa Cruz County,05/01/2018,2018,May,N,Final,143200,137000,6200,0.0
County,Santa Cruz County,05/01/2018,2018,May,N,Preliminary,143200,137000,6200,0.0
County,Shasta County,05/01/2018,2018,May,N,Final,73800,70700,3200,0.0
County,Shasta County,05/01/2018,2018,May,N,Preliminary,73800,70700,3200,0.0
County,Sierra County,05/01/2018,2018,May,N,Final,1300,1230,60,0.0
County,Sierra County,05/01/2018,2018,May,N,Preliminary,1300,1230,60,0.0
County,Siskiyou County,05/01/2018,2018,May,N,Final,17360,16400,970,0.1
County,Siskiyou County,05/01/2018,2018,May,N,Preliminary,17360,16400,970,0.1
County,Solano County,05/01/2018,2018,May,N,Final,208900,201800,7100,0.0
County,Solano County,05/01/2018,2018,May,N,Preliminary,208900,201800,7100,0.0
County,Sonoma County,05/01/2018,2018,May,N,Final,262200,256000,6200,0.0
County,Sonoma County,05/01/2018,2018,May,N,Preliminary,262200,256000,6200,0.0
County,Stanislaus County,05/01/2018,2018,May,N,Final,244200,229700,14600,0.1
County,Stanislaus County,05/01/2018,2018,May,N,Preliminary,244200,229700,14600,0.1
County,Sutter County,05/01/2018,2018,May,N,Final,45600,42500,3100,0.1
County,Sutter County,05/01/2018,2018,May,N,Preliminary,45600,42500,3100,0.1
County,Tehama County,05/01/2018,2018,May,N,Final,25340,24050,1300,0.1
County,Tehama County,05/01/2018,2018,May,N,Preliminary,25340,24050,1300,0.1
County,Trinity County,05/01/2018,2018,May,N,Preliminary,4700,4460,250,0.1
County,Trinity County,05/01/2018,2018,May,N,Final,4700,4460,250,0.1
County,Tulare County,05/01/2018,2018,May,N,Final,208400,190700,17700,0.1
County,Tulare County,05/01/2018,2018,May,N,Preliminary,208400,190700,17700,0.1
County,Tuolumne County,05/01/2018,2018,May,N,Final,21090,20230,860,0.0
County,Tuolumne County,05/01/2018,2018,May,N,Preliminary,21090,20230,860,0.0
County,Ventura County,05/01/2018,2018,May,N,Final,426500,413200,13300,0.0
County,Ventura County,05/01/2018,2018,May,N,Preliminary,426500,413200,13300,0.0
County,Yolo County,05/01/2018,2018,May,N,Final,107800,104000,3800,0.0
County,Yolo County,05/01/2018,2018,May,N,Preliminary,107800,104000,3800,0.0
County,Yuba County,05/01/2018,2018,May,N,Preliminary,28900,27200,1600,0.1
County,Yuba County,05/01/2018,2018,May,N,Final,28900,27200,1600,0.1
Metropolitan Area,Anaheim-Santa Ana-Irvine MD,05/01/2018,2018,May,N,Preliminary,1614300,1573500,40900,0.0
Metropolitan Area,Bakersfield MSA,05/01/2018,2018,May,N,Final,386600,357300,29200,0.1
Metropolitan Area,Bakersfield MSA,05/01/2018,2018,May,N,Preliminary,386600,357300,29200,0.1
Metropolitan Area,Chico MSA,05/01/2018,2018,May,N,Final,102700,98300,4400,0.0
Metropolitan Area,Chico MSA,05/01/2018,2018,May,N,Preliminary,102700,98300,4400,0.0
Metropolitan Area,El Centro MSA,05/01/2018,2018,May,N,Final,70200,59000,11200,0.2
Metropolitan Area,El Centro MSA,05/01/2018,2018,May,N,Preliminary,70200,59000,11200,0.2
Metropolitan Area,Fresno MSA,05/01/2018,2018,May,N,Final,449300,418600,30700,0.1
Metropolitan Area,Fresno MSA,05/01/2018,2018,May,N,Preliminary,449300,418600,30700,0.1
Metropolitan Area,Hanford-Corcoran MSA,05/01/2018,2018,May,N,Final,58000,54000,4000,0.1
Metropolitan Area,Hanford-Corcoran MSA,05/01/2018,2018,May,N,Preliminary,58000,54000,4000,0.1
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,05/01/2018,2018,May,N,Preliminary,5100700,4884600,216000,0.0
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,05/01/2018,2018,May,N,Final,5100700,4884600,216000,0.0
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,05/01/2018,2018,May,Y,Final,5121400,4884000,237300,0.0
Metropolitan Area,Madera MSA,05/01/2018,2018,May,N,Final,61800,57800,4000,0.1
Metropolitan Area,Madera MSA,05/01/2018,2018,May,N,Preliminary,61800,57800,4000,0.1
Metropolitan Area,Merced MSA,05/01/2018,2018,May,N,Preliminary,116400,107400,9000,0.1
Metropolitan Area,Merced MSA,05/01/2018,2018,May,N,Final,116400,107400,9000,0.1
Metropolitan Area,Modesto MSA,05/01/2018,2018,May,N,Final,244200,229700,14600,0.1
Metropolitan Area,Modesto MSA,05/01/2018,2018,May,N,Preliminary,244200,229700,14600,0.1
Metropolitan Area,Napa MSA,05/01/2018,2018,May,N,Final,75500,73700,1800,0.0
Metropolitan Area,Napa MSA,05/01/2018,2018,May,N,Preliminary,75500,73700,1800,0.0
Metropolitan Area,Oakland-Hayward-Berkeley MD,05/01/2018,2018,May,N,Preliminary,1403400,1366200,37200,0.0
Metropolitan Area,Oakland-Hayward-Berkeley MD,05/01/2018,2018,May,N,Final,1403400,1366200,37200,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,05/01/2018,2018,May,N,Final,426500,413200,13300,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,05/01/2018,2018,May,N,Preliminary,426500,413200,13300,0.0
Metropolitan Area,Redding MSA,05/01/2018,2018,May,N,Final,73800,70700,3200,0.0
Metropolitan Area,Redding MSA,05/01/2018,2018,May,N,Preliminary,73800,70700,3200,0.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,05/01/2018,2018,May,N,Final,2033500,1959700,73700,0.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,05/01/2018,2018,May,N,Preliminary,2033500,1959700,73700,0.0
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,05/01/2018,2018,May,N,Final,1086800,1052100,34700,0.0
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,05/01/2018,2018,May,N,Preliminary,1086800,1052100,34700,0.0
Metropolitan Area,Salinas MSA,05/01/2018,2018,May,N,Final,230900,219000,11900,0.1
Metropolitan Area,Salinas MSA,05/01/2018,2018,May,N,Preliminary,230900,219000,11900,0.1
Metropolitan Area,San Diego-Carlsbad MSA,05/01/2018,2018,May,N,Final,1580300,1535500,44800,0.0
Metropolitan Area,San Diego-Carlsbad MSA,05/01/2018,2018,May,N,Preliminary,1580300,1535500,44800,0.0
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,05/01/2018,2018,May,N,Final,1018800,998500,20300,0.0
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,05/01/2018,2018,May,N,Preliminary,1018800,998500,20300,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,05/01/2018,2018,May,N,Final,1072900,1048000,24900,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,05/01/2018,2018,May,N,Preliminary,1072900,1048000,24900,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,05/01/2018,2018,May,N,Final,141700,138200,3500,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,05/01/2018,2018,May,N,Preliminary,141700,138200,3500,0.0
Metropolitan Area,San Rafael MD,05/01/2018,2018,May,N,Final,139900,137100,2800,0.0
Metropolitan Area,San Rafael MD,05/01/2018,2018,May,N,Preliminary,139900,137100,2800,0.0
Metropolitan Area,Santa Cruz-Watsonville MSA,05/01/2018,2018,May,N,Final,143200,137000,6200,0.0
Metropolitan Area,Santa Cruz-Watsonville MSA,05/01/2018,2018,May,N,Preliminary,143200,137000,6200,0.0
Metropolitan Area,Santa Maria-Santa Barbara MSA,05/01/2018,2018,May,N,Preliminary,218100,211300,6800,0.0
Metropolitan Area,Santa Maria-Santa Barbara MSA,05/01/2018,2018,May,N,Final,218100,211300,6800,0.0
Metropolitan Area,Santa Rosa MSA,05/01/2018,2018,May,N,Preliminary,262200,256000,6200,0.0
Metropolitan Area,Santa Rosa MSA,05/01/2018,2018,May,N,Final,262200,256000,6200,0.0
Metropolitan Area,Stockton-Lodi MSA,05/01/2018,2018,May,N,Preliminary,327700,310400,17300,0.1
Metropolitan Area,Stockton-Lodi MSA,05/01/2018,2018,May,N,Final,327700,310400,17300,0.1
Metropolitan Area,Vallejo-Fairfield MSA,05/01/2018,2018,May,N,Final,208900,201800,7100,0.0
Metropolitan Area,Vallejo-Fairfield MSA,05/01/2018,2018,May,N,Preliminary,208900,201800,7100,0.0
Metropolitan Area,Visalia-Porterville MSA,05/01/2018,2018,May,N,Preliminary,208400,190700,17700,0.1
Metropolitan Area,Visalia-Porterville MSA,05/01/2018,2018,May,N,Final,208400,190700,17700,0.1
Metropolitan Area,Yuba City MSA,05/01/2018,2018,May,N,Final,74400,69700,4700,0.1
Metropolitan Area,Yuba City MSA,05/01/2018,2018,May,N,Preliminary,74400,69700,4700,0.1
State,California,05/01/2018,2018,May,N,Preliminary,19296200,18579100,717100,0.0
State,California,05/01/2018,2018,May,Y,Final,19342200,18523100,819100,0.0
State,California,05/01/2018,2018,May,N,Final,19296200,18579100,717100,0.0
County,Alameda County,04/01/2018,2018,April,N,Preliminary,841500,817800,23700,0.0
County,Alameda County,04/01/2018,2018,April,N,Final,841500,817800,23700,0.0
County,Alpine County,04/01/2018,2018,April,N,Preliminary,500,480,20,0.0
County,Alpine County,04/01/2018,2018,April,N,Final,500,480,20,0.0
County,Amador County,04/01/2018,2018,April,N,Preliminary,14570,13980,600,0.0
County,Amador County,04/01/2018,2018,April,N,Final,14570,13980,600,0.0
County,Butte County,04/01/2018,2018,April,N,Preliminary,102800,97800,5000,0.0
County,Butte County,04/01/2018,2018,April,N,Final,102800,97800,5000,0.0
County,Calaveras County,04/01/2018,2018,April,N,Final,21120,20270,850,0.0
County,Calaveras County,04/01/2018,2018,April,N,Preliminary,21120,20270,850,0.0
County,Colusa County,04/01/2018,2018,April,N,Final,11040,9380,1650,0.2
County,Colusa County,04/01/2018,2018,April,N,Preliminary,11040,9380,1650,0.2
County,Contra Costa County,04/01/2018,2018,April,N,Final,560100,543400,16700,0.0
County,Contra Costa County,04/01/2018,2018,April,N,Preliminary,560100,543400,16700,0.0
County,Del Norte County,04/01/2018,2018,April,N,Final,9710,9180,530,0.1
County,Del Norte County,04/01/2018,2018,April,N,Preliminary,9710,9180,530,0.1
County,El Dorado County,04/01/2018,2018,April,N,Final,90700,87500,3200,0.0
County,El Dorado County,04/01/2018,2018,April,N,Preliminary,90700,87500,3200,0.0
County,Fresno County,04/01/2018,2018,April,N,Preliminary,445900,410600,35300,0.1
County,Fresno County,04/01/2018,2018,April,N,Final,445900,410600,35300,0.1
County,Glenn County,04/01/2018,2018,April,N,Preliminary,12760,11890,870,0.1
County,Glenn County,04/01/2018,2018,April,N,Final,12760,11890,870,0.1
County,Humboldt County,04/01/2018,2018,April,N,Preliminary,62700,60500,2200,0.0
County,Humboldt County,04/01/2018,2018,April,N,Final,62700,60500,2200,0.0
County,Imperial County,04/01/2018,2018,April,N,Preliminary,68900,58200,10700,0.2
County,Imperial County,04/01/2018,2018,April,N,Final,68900,58200,10700,0.2
County,Inyo County,04/01/2018,2018,April,N,Preliminary,8620,8290,330,0.0
County,Inyo County,04/01/2018,2018,April,N,Final,8620,8290,330,0.0
County,Kern County,04/01/2018,2018,April,N,Final,383500,350600,32900,0.1
County,Kern County,04/01/2018,2018,April,N,Preliminary,383500,350600,32900,0.1
County,Kings County,04/01/2018,2018,April,N,Preliminary,57800,53000,4800,0.1
County,Kings County,04/01/2018,2018,April,N,Final,57800,53000,4800,0.1
County,Lake County,04/01/2018,2018,April,N,Preliminary,28970,27430,1540,0.1
County,Lake County,04/01/2018,2018,April,N,Final,28970,27430,1540,0.1
County,Lassen County,04/01/2018,2018,April,N,Final,9660,9150,510,0.1
County,Lassen County,04/01/2018,2018,April,N,Preliminary,9660,9150,510,0.1
County,Los Angeles County,04/01/2018,2018,April,Y,Final,5121100,4882500,238600,0.0
County,Los Angeles County,04/01/2018,2018,April,N,Final,5114700,4896600,218100,0.0
County,Los Angeles County,04/01/2018,2018,April,N,Preliminary,5114700,4896600,218100,0.0
County,Madera County,04/01/2018,2018,April,N,Final,60200,55600,4700,0.1
County,Madera County,04/01/2018,2018,April,N,Preliminary,60200,55600,4700,0.1
County,Marin County,04/01/2018,2018,April,N,Preliminary,139600,136400,3100,0.0
County,Marin County,04/01/2018,2018,April,N,Final,139600,136400,3100,0.0
County,Mariposa County,04/01/2018,2018,April,N,Final,7590,7170,410,0.1
County,Mariposa County,04/01/2018,2018,April,N,Preliminary,7590,7170,410,0.1
County,Mendocino County,04/01/2018,2018,April,N,Final,39560,37970,1580,0.0
County,Mendocino County,04/01/2018,2018,April,N,Preliminary,39560,37970,1580,0.0
County,Merced County,04/01/2018,2018,April,N,Final,115500,104900,10600,0.1
County,Merced County,04/01/2018,2018,April,N,Preliminary,115500,104900,10600,0.1
County,Modoc County,04/01/2018,2018,April,N,Final,3110,2860,250,0.1
County,Modoc County,04/01/2018,2018,April,N,Preliminary,3110,2860,250,0.1
County,Mono County,04/01/2018,2018,April,N,Preliminary,8440,8160,280,0.0
County,Mono County,04/01/2018,2018,April,N,Final,8440,8160,280,0.0
County,Monterey County,04/01/2018,2018,April,N,Preliminary,227400,211700,15700,0.1
County,Monterey County,04/01/2018,2018,April,N,Final,227400,211700,15700,0.1
County,Napa County,04/01/2018,2018,April,N,Preliminary,74100,72000,2100,0.0
County,Napa County,04/01/2018,2018,April,N,Final,74100,72000,2100,0.0
County,Nevada County,04/01/2018,2018,April,N,Preliminary,48300,46660,1640,0.0
County,Nevada County,04/01/2018,2018,April,N,Final,48300,46660,1640,0.0
County,Orange County,04/01/2018,2018,April,N,Preliminary,1614500,1570500,44000,0.0
County,Placer County,04/01/2018,2018,April,N,Preliminary,183300,177700,5500,0.0
County,Placer County,04/01/2018,2018,April,N,Final,183300,177700,5500,0.0
County,Plumas County,04/01/2018,2018,April,N,Preliminary,7560,6860,700,0.1
County,Plumas County,04/01/2018,2018,April,N,Final,7560,6860,700,0.1
County,Riverside County,04/01/2018,2018,April,N,Preliminary,1082300,1038800,43500,0.0
County,Riverside County,04/01/2018,2018,April,N,Final,1082300,1038800,43500,0.0
County,Sacramento County,04/01/2018,2018,April,N,Preliminary,702800,677400,25400,0.0
County,Sacramento County,04/01/2018,2018,April,N,Final,702800,677400,25400,0.0
County,San Benito County,04/01/2018,2018,April,N,Final,30800,29100,1600,0.1
County,San Benito County,04/01/2018,2018,April,N,Preliminary,30800,29100,1600,0.1
County,San Bernardino County,04/01/2018,2018,April,N,Final,953300,917100,36100,0.0
County,San Bernardino County,04/01/2018,2018,April,N,Preliminary,953300,917100,36100,0.0
County,San Diego County,04/01/2018,2018,April,N,Preliminary,1579700,1531200,48500,0.0
County,San Diego County,04/01/2018,2018,April,N,Final,1579700,1531200,48500,0.0
County,San Francisco County,04/01/2018,2018,April,N,Final,568000,555400,12600,0.0
County,San Francisco County,04/01/2018,2018,April,N,Preliminary,568000,555400,12600,0.0
County,San Joaquin County,04/01/2018,2018,April,N,Final,323500,303800,19700,0.1
County,San Joaquin County,04/01/2018,2018,April,N,Preliminary,323500,303800,19700,0.1
County,San Luis Obispo County,04/01/2018,2018,April,N,Final,141200,137300,3900,0.0
County,San Luis Obispo County,04/01/2018,2018,April,N,Preliminary,141200,137300,3900,0.0
County,San Mateo County,04/01/2018,2018,April,N,Final,448900,439600,9300,0.0
County,San Mateo County,04/01/2018,2018,April,N,Preliminary,448900,439600,9300,0.0
County,Santa Barbara County,04/01/2018,2018,April,N,Final,216500,208400,8100,0.0
County,Santa Barbara County,04/01/2018,2018,April,N,Preliminary,216500,208400,8100,0.0
County,Santa Clara County,04/01/2018,2018,April,N,Final,1038000,1012200,25800,0.0
County,Santa Clara County,04/01/2018,2018,April,N,Preliminary,1038000,1012200,25800,0.0
County,Santa Cruz County,04/01/2018,2018,April,N,Final,142000,133900,8100,0.1
County,Santa Cruz County,04/01/2018,2018,April,N,Preliminary,142000,133900,8100,0.1
County,Shasta County,04/01/2018,2018,April,N,Final,73500,69700,3700,0.1
County,Shasta County,04/01/2018,2018,April,N,Preliminary,73500,69700,3700,0.1
County,Sierra County,04/01/2018,2018,April,N,Final,1240,1160,80,0.1
County,Sierra County,04/01/2018,2018,April,N,Preliminary,1240,1160,80,0.1
County,Siskiyou County,04/01/2018,2018,April,N,Final,17230,16010,1230,0.1
County,Siskiyou County,04/01/2018,2018,April,N,Preliminary,17230,16010,1230,0.1
County,Solano County,04/01/2018,2018,April,N,Preliminary,208900,201000,7900,0.0
County,Solano County,04/01/2018,2018,April,N,Final,208900,201000,7900,0.0
County,Sonoma County,04/01/2018,2018,April,N,Final,260600,253700,6900,0.0
County,Sonoma County,04/01/2018,2018,April,N,Preliminary,260600,253700,6900,0.0
County,Stanislaus County,04/01/2018,2018,April,N,Preliminary,243200,227300,15900,0.1
County,Stanislaus County,04/01/2018,2018,April,N,Final,243200,227300,15900,0.1
County,Sutter County,04/01/2018,2018,April,N,Final,45000,41200,3800,0.1
County,Sutter County,04/01/2018,2018,April,N,Preliminary,45000,41200,3800,0.1
County,Tehama County,04/01/2018,2018,April,N,Preliminary,25340,23880,1470,0.1
County,Tehama County,04/01/2018,2018,April,N,Final,25340,23880,1470,0.1
County,Trinity County,04/01/2018,2018,April,N,Final,4570,4270,300,0.1
County,Trinity County,04/01/2018,2018,April,N,Preliminary,4570,4270,300,0.1
County,Tulare County,04/01/2018,2018,April,N,Final,205700,185400,20200,0.1
County,Tulare County,04/01/2018,2018,April,N,Preliminary,205700,185400,20200,0.1
County,Tuolumne County,04/01/2018,2018,April,N,Final,21190,20190,1000,0.0
County,Tuolumne County,04/01/2018,2018,April,N,Preliminary,21190,20190,1000,0.0
County,Ventura County,04/01/2018,2018,April,N,Final,426900,412400,14500,0.0
County,Ventura County,04/01/2018,2018,April,N,Preliminary,426900,412400,14500,0.0
County,Yolo County,04/01/2018,2018,April,N,Final,107600,103100,4500,0.0
County,Yolo County,04/01/2018,2018,April,N,Preliminary,107600,103100,4500,0.0
County,Yuba County,04/01/2018,2018,April,N,Final,28800,26900,1900,0.1
County,Yuba County,04/01/2018,2018,April,N,Preliminary,28800,26900,1900,0.1
Metropolitan Area,Anaheim-Santa Ana-Irvine MD,04/01/2018,2018,April,N,Preliminary,1614500,1570500,44000,0.0
Metropolitan Area,Bakersfield MSA,04/01/2018,2018,April,N,Final,383500,350600,32900,0.1
Metropolitan Area,Bakersfield MSA,04/01/2018,2018,April,N,Preliminary,383500,350600,32900,0.1
Metropolitan Area,Chico MSA,04/01/2018,2018,April,N,Final,102800,97800,5000,0.0
Metropolitan Area,Chico MSA,04/01/2018,2018,April,N,Preliminary,102800,97800,5000,0.0
Metropolitan Area,El Centro MSA,04/01/2018,2018,April,N,Preliminary,68900,58200,10700,0.2
Metropolitan Area,El Centro MSA,04/01/2018,2018,April,N,Final,68900,58200,10700,0.2
Metropolitan Area,Fresno MSA,04/01/2018,2018,April,N,Final,445900,410600,35300,0.1
Metropolitan Area,Fresno MSA,04/01/2018,2018,April,N,Preliminary,445900,410600,35300,0.1
Metropolitan Area,Hanford-Corcoran MSA,04/01/2018,2018,April,N,Final,57800,53000,4800,0.1
Metropolitan Area,Hanford-Corcoran MSA,04/01/2018,2018,April,N,Preliminary,57800,53000,4800,0.1
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,04/01/2018,2018,April,N,Final,5114700,4896600,218100,0.0
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,04/01/2018,2018,April,N,Preliminary,5114700,4896600,218100,0.0
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,04/01/2018,2018,April,Y,Final,5121100,4882500,238600,0.0
Metropolitan Area,Madera MSA,04/01/2018,2018,April,N,Final,60200,55600,4700,0.1
Metropolitan Area,Madera MSA,04/01/2018,2018,April,N,Preliminary,60200,55600,4700,0.1
Metropolitan Area,Merced MSA,04/01/2018,2018,April,N,Final,115500,104900,10600,0.1
Metropolitan Area,Merced MSA,04/01/2018,2018,April,N,Preliminary,115500,104900,10600,0.1
Metropolitan Area,Modesto MSA,04/01/2018,2018,April,N,Final,243200,227300,15900,0.1
Metropolitan Area,Modesto MSA,04/01/2018,2018,April,N,Preliminary,243200,227300,15900,0.1
Metropolitan Area,Napa MSA,04/01/2018,2018,April,N,Final,74100,72000,2100,0.0
Metropolitan Area,Napa MSA,04/01/2018,2018,April,N,Preliminary,74100,72000,2100,0.0
Metropolitan Area,Oakland-Hayward-Berkeley MD,04/01/2018,2018,April,N,Final,1401600,1361200,40400,0.0
Metropolitan Area,Oakland-Hayward-Berkeley MD,04/01/2018,2018,April,N,Preliminary,1401600,1361200,40400,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,04/01/2018,2018,April,N,Preliminary,426900,412400,14500,0.0
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,04/01/2018,2018,April,N,Final,426900,412400,14500,0.0
Metropolitan Area,Redding MSA,04/01/2018,2018,April,N,Preliminary,73500,69700,3700,0.1
Metropolitan Area,Redding MSA,04/01/2018,2018,April,N,Final,73500,69700,3700,0.1
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,04/01/2018,2018,April,N,Final,2035500,1955900,79600,0.0
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,04/01/2018,2018,April,N,Preliminary,2035500,1955900,79600,0.0
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,04/01/2018,2018,April,N,Final,1084300,1045700,38600,0.0
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,04/01/2018,2018,April,N,Preliminary,1084300,1045700,38600,0.0
Metropolitan Area,Salinas MSA,04/01/2018,2018,April,N,Preliminary,227400,211700,15700,0.1
Metropolitan Area,Salinas MSA,04/01/2018,2018,April,N,Final,227400,211700,15700,0.1
Metropolitan Area,San Diego-Carlsbad MSA,04/01/2018,2018,April,N,Preliminary,1579700,1531200,48500,0.0
Metropolitan Area,San Diego-Carlsbad MSA,04/01/2018,2018,April,N,Final,1579700,1531200,48500,0.0
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,04/01/2018,2018,April,N,Final,1016900,995100,21900,0.0
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,04/01/2018,2018,April,N,Preliminary,1016900,995100,21900,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,04/01/2018,2018,April,N,Final,1068800,1041400,27400,0.0
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,04/01/2018,2018,April,N,Preliminary,1068800,1041400,27400,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,04/01/2018,2018,April,N,Final,141200,137300,3900,0.0
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,04/01/2018,2018,April,N,Preliminary,141200,137300,3900,0.0
Metropolitan Area,San Rafael MD,04/01/2018,2018,April,N,Final,139600,136400,3100,0.0
Metropolitan Area,San Rafael MD,04/01/2018,2018,April,N,Preliminary,139600,136400,3100,0.0
Metropolitan Area,Santa Cruz-Watsonville MSA,04/01/2018,2018,April,N,Preliminary,142000,133900,8100,0.1
Metropolitan Area,Santa Cruz-Watsonville MSA,04/01/2018,2018,April,N,Final,142000,133900,8100,0.1
Metropolitan Area,Santa Maria-Santa Barbara MSA,04/01/2018,2018,April,N,Final,216500,208400,8100,0.0
Metropolitan Area,Santa Maria-Santa Barbara MSA,04/01/2018,2018,April,N,Preliminary,216500,208400,8100,0.0
Metropolitan Area,Santa Rosa MSA,04/01/2018,2018,April,N,Final,260600,253700,6900,0.0
Metropolitan Area,Santa Rosa MSA,04/01/2018,2018,April,N,Preliminary,260600,253700,6900,0.0
Metropolitan Area,Stockton-Lodi MSA,04/01/2018,2018,April,N,Final,323500,303800,19700,0.1
Metropolitan Area,Stockton-Lodi MSA,04/01/2018,2018,April,N,Preliminary,323500,303800,19700,0.1
Metropolitan Area,Vallejo-Fairfield MSA,04/01/2018,2018,April,N,Preliminary,208900,201000,7900,0.0
Metropolitan Area,Vallejo-Fairfield MSA,04/01/2018,2018,April,N,Final,208900,201000,7900,0.0
Metropolitan Area,Visalia-Porterville MSA,04/01/2018,2018,April,N,Preliminary,205700,185400,20200,0.1
Metropolitan Area,Visalia-Porterville MSA,04/01/2018,2018,April,N,Final,205700,185400,20200,0.1
Metropolitan Area,Yuba City MSA,04/01/2018,2018,April,N,Preliminary,73800,68100,5600,0.1
Metropolitan Area,Yuba City MSA,04/01/2018,2018,April,N,Final,73800,68100,5600,0.1
State,California,04/01/2018,2018,April,N,Preliminary,19271100,18495200,775900,0.0
State,California,04/01/2018,2018,April,N,Final,19271100,18495200,775900,0.0
State,California,04/01/2018,2018,April,Y,Final,19324100,18497100,827000,0.0
County,Alameda County,03/01/2018,2018,March,N,Final,845600,819500,26100,0.0
County,Alameda County,03/01/2018,2018,March,N,Preliminary,845600,819500,26100,0.0
County,Alpine County,03/01/2018,2018,March,N,Preliminary,640,620,20,0.0
County,Alpine County,03/01/2018,2018,March,N,Final,640,620,20,0.0
County,Amador County,03/01/2018,2018,March,N,Preliminary,14600,13930,680,0.0
County,Amador County,03/01/2018,2018,March,N,Final,14600,13930,680,0.0
County,Butte County,03/01/2018,2018,March,N,Final,102800,97200,5600,0.1
County,Butte County,03/01/2018,2018,March,N,Preliminary,102800,97200,5600,0.1
County,Calaveras County,03/01/2018,2018,March,N,Preliminary,21040,20090,960,0.0
County,Calaveras County,03/01/2018,2018,March,N,Final,21040,20090,960,0.0
County,Colusa County,03/01/2018,2018,March,N,Final,11200,9090,2110,0.2
County,Colusa County,03/01/2018,2018,March,N,Preliminary,11200,9090,2110,0.2
